OBJECTID,visited_status,recycling_time_visited,rubbish_time_visited
33599,RUBBISH,,2021-06-19 13:49:28
33600,RUBBISH,,2021-06-19 13:49:43
33603,RUBBISH,,2021-06-19 16:36:16
33604,RUBBISH,,2021-06-19 14:18:46
33605,RUBBISH,,2021-06-19 13:11:11
34101,RUBBISH,,2021-06-19 16:45:47
34173,RUBBISH,,2021-06-19 13:08:03
34174,RUBBISH,,2021-06-19 13:06:31
34240,RUBBISH,,2021-06-19 13:58:36
34241,RUBBISH,,2021-06-19 13:49:39
34275,RUBBISH,,2021-06-19 15:51:34
34298,RUBBISH,,2021-06-19 13:03:03
34300,RUBBISH,,2021-06-19 16:26:41
34301,RUBBISH,,2021-06-19 16:26:49
34302,RUBBISH,,2021-06-19 16:27:18
34303,RUBBISH,,2021-06-19 16:33:26
34307,RUBBISH,,2021-06-19 16:22:53
34326,RUBBISH,,2021-06-19 12:15:13
34343,RUBBISH,,2021-06-19 15:00:16
34440,RUBBISH,,2021-06-19 14:33:49
34648,RUBBISH,,2021-06-19 15:23:47
34649,RUBBISH,,2021-06-19 15:23:48
34689,RUBBISH,,2021-06-19 15:28:53
34690,RUBBISH,,2021-06-19 15:27:52
34728,RUBBISH,,2021-06-19 12:42:32
34729,RUBBISH,,2021-06-19 12:42:47
34738,RUBBISH,,2021-06-19 12:34:23
34739,RUBBISH,,2021-06-19 12:33:22
34789,RUBBISH,,2021-06-19 12:18:10
34790,RUBBISH,,2021-06-19 12:18:25
34905,RUBBISH,,2021-06-19 12:40:13
34915,RUBBISH,,2021-06-19 11:55:15
34918,RUBBISH,,2021-06-19 13:51:04
34920,RUBBISH,,2021-06-19 12:19:27
34924,RUBBISH,,2021-06-19 14:19:59
34945,RUBBISH,,2021-06-19 14:30:35
34947,BOTH,2021-06-19 18:31:39,2021-06-19 15:34:43
34948,BOTH,2021-06-19 18:31:55,2021-06-19 15:34:50
35131,RUBBISH,,2021-06-19 11:23:11
35133,RUBBISH,,2021-06-19 12:20:13
35492,RUBBISH,,2021-06-19 12:07:01
35494,RUBBISH,,2021-06-19 12:09:04
35634,RUBBISH,,2021-06-19 16:39:39
35635,RUBBISH,,2021-06-19 16:37:51
35672,RUBBISH,,2021-06-19 13:37:56
35674,RUBBISH,,2021-06-19 13:38:11
35678,RUBBISH,,2021-06-19 15:19:28
35679,RUBBISH,,2021-06-19 15:18:41
35680,RUBBISH,,2021-06-19 15:17:24
35699,RECYCLE,2021-06-19 14:35:55,
35703,RUBBISH,,2021-06-19 13:20:19
35704,RUBBISH,,2021-06-19 13:19:18
35852,RUBBISH,,2021-06-19 12:50:47
35853,RUBBISH,,2021-06-19 12:54:52
35866,RUBBISH,,2021-06-19 15:11:09
35867,RUBBISH,,2021-06-19 15:12:09
35868,RUBBISH,,2021-06-19 15:25:20
35869,RUBBISH,,2021-06-19 15:21:15
35871,RUBBISH,,2021-06-19 12:58:21
35872,RUBBISH,,2021-06-19 13:09:11
35873,RUBBISH,,2021-06-19 13:18:14
35874,RUBBISH,,2021-06-19 13:16:11
36084,RUBBISH,,2021-06-19 13:11:32
36373,RUBBISH,,2021-06-19 14:18:45
36408,RUBBISH,,2021-06-19 14:11:47
36409,RUBBISH,,2021-06-19 12:50:53
36454,RUBBISH,,2021-06-19 13:08:28
36455,RUBBISH,,2021-06-19 13:11:17
36458,RUBBISH,,2021-06-19 13:08:43
36533,RUBBISH,,2021-06-19 16:47:01
36534,RUBBISH,,2021-06-19 16:47:00
36688,RUBBISH,,2021-06-19 12:38:45
36782,RUBBISH,,2021-06-19 12:36:57
36835,RUBBISH,,2021-06-19 13:59:29
36842,RUBBISH,,2021-06-19 16:22:06
36845,RUBBISH,,2021-06-19 14:06:46
36846,RUBBISH,,2021-06-19 14:03:42
39272,RECYCLE,2021-06-19 14:57:10,
39273,RECYCLE,2021-06-19 15:22:09,
39275,RUBBISH,,2021-06-19 13:14:55
39276,RUBBISH,,2021-06-19 12:37:44
39866,RUBBISH,,2021-06-19 13:26:48
39870,RECYCLE,2021-06-19 15:32:59,
39872,RUBBISH,,2021-06-19 15:25:20
39877,RECYCLE,2021-06-19 15:51:47,
39878,RECYCLE,2021-06-19 15:52:03,
39879,RECYCLE,2021-06-19 15:21:07,
39880,RECYCLE,2021-06-19 15:51:46,
39881,BOTH,2021-06-19 15:51:31,2021-06-19 14:49:10
39894,RECYCLE,2021-06-19 14:57:25,
39928,RUBBISH,,2021-06-19 14:02:17
39929,RUBBISH,,2021-06-19 14:02:32
39989,RUBBISH,,2021-06-19 13:27:31
39993,RUBBISH,,2021-06-19 12:48:43
39995,RUBBISH,,2021-06-19 12:39:45
39996,RUBBISH,,2021-06-19 12:40:00
